movie_id,movie_embedding
996,"0.0,0.03167482,0.0,0.03822553,0.0,0.0,0.0,0.5766639"
997,"0.0,0.03418629,0.0,0.036028456,0.0,0.0,0.0,0.84351873"
998,"0.0,0.0328002,0.0,0.036361795,0.0,0.0,0.0,0.65787816"
999,"0.0,0.03463415,0.0,0.035176963,0.0,0.0,0.0,0.93681264"
1000,"0.0,0.03345892,0.0,0.036344953,0.0,0.0,0.0,0.77410966"
1001,"0.0,0.033599075,0.0,0.03599095,0.0,0.0,0.0,0.7652111"
1002,"0.0,0.034657642,0.0,0.035272647,0.0,0.0,0.0,0.92230725"
1003,"0.0,0.03449955,0.0,0.035644375,0.0,0.0,0.0,0.89289623"
1004,"0.0,0.031357795,0.0,0.03785318,0.0,0.0,0.0,0.47880176"
1005,"0.0,0.032541633,0.0,0.036985904,0.0,0.0,0.0,0.6327191"
1006,"0.0,0.033456378,0.0,0.036611367,0.0,0.0,0.0,0.7643138"
1007,"0.0,0.032614194,0.0,0.036972053,0.0,0.0,0.0,0.62990165"
1008,"0.0,0.032798808,0.0,0.037229177,0.0,0.0,0.0,0.716866"
1009,"0.0,0.034366976,0.0,0.035315607,0.0,0.0,0.0,0.87477887"
1010,"0.0,0.032587085,0.0,0.036903337,0.0,0.0,0.0,0.62636405"
1011,"0.0,0.03386876,0.0,0.035763286,0.0,0.0,0.0,0.77992994"
1012,"0.0,0.035363488,0.0,0.034996614,0.0,0.0,0.0,1.0144036"
1013,"0.0,0.03604009,0.0,0.03471159,0.0,0.0,0.0,1.1197975"
1014,"0.0,0.035037093,0.0,0.035175346,0.0,0.0,0.0,0.997864"
1015,"0.0,0.034211293,0.0,0.03552548,0.0,0.0,0.0,0.8306668"
1016,"0.0,0.032737035,0.0,0.036650434,0.0,0.0,0.0,0.64215255"
1017,"0.0,0.035612766,0.0,0.034800984,0.0,0.0,0.0,1.0482361"
1018,"0.0,0.032796845,0.0,0.036674894,0.0,0.0,0.0,0.684981"
1019,"0.0,0.036470246,0.0,0.034504097,0.0,0.0,0.0,1.169421"
1020,"0.0,0.03358229,0.0,0.03593143,0.0,0.0,0.0,0.7557324"
1021,"0.0,0.032107,0.0,0.037076972,0.0,0.0,0.0,0.5782759"
1022,"0.0,0.03627231,0.0,0.034828715,0.0,0.0,0.0,1.1305792"
1023,"0.0,0.035742134,0.0,0.03483894,0.0,0.0,0.0,1.056684"
1024,"0.0,0.03279575,0.0,0.03684241,0.0,0.0,0.0,0.68239665"
1025,"0.0,0.03617075,0.0,0.03468211,0.0,0.0,0.0,1.1232808"
1026,"0.0,0.034232635,0.0,0.036106084,0.0,0.0,0.0,0.86098135"
1027,"0.0,0.03253695,0.0,0.037478365,0.0,0.0,0.0,0.65714234"
1028,"0.0,0.03721927,0.0,0.034380194,0.0,0.0,0.0,1.260582"
1029,"0.0,0.034965906,0.0,0.035141934,0.0,0.0,0.0,0.97146285"
1030,"0.0,0.03435031,0.0,0.035334945,0.0,0.0,0.0,0.8908994"
1031,"0.0,0.035832547,0.0,0.034732353,0.0,0.0,0.0,1.0724881"
1032,"0.0,0.036141925,0.0,0.034793727,0.0,0.0,0.0,1.1013439"
1033,"0.0,0.03310593,0.0,0.036561426,0.0,0.0,0.0,0.71317255"
1034,"0.0,0.036494464,0.0,0.034678366,0.0,0.0,0.0,1.1718206"
1035,"0.0,0.038429003,0.0,0.03389095,0.0,0.0,0.0,1.4422102"
1036,"0.0,0.038209457,0.0,0.034287315,0.0,0.0,0.0,1.3888428"
1037,"0.0,0.029520497,0.0,0.039486926,0.0,0.0,0.0,0.2647997"
1038,"0.0,0.034214146,0.0,0.035767898,0.0,0.0,0.0,0.8611344"
1039,"0.0,0.035513364,0.0,0.035298266,0.0,0.0,0.0,1.0614038"
1040,"0.0,0.034990393,0.0,0.03520105,0.0,0.0,0.0,0.95880896"
1041,"0.0,0.03738203,0.0,0.0342706,0.0,0.0,0.0,1.300117"
1042,"0.0,0.033752773,0.0,0.03556514,0.0,0.0,0.0,0.8088623"
1043,"0.0,0.03231503,0.0,0.037729226,0.0,0.0,0.0,0.624516"
1044,"0.0,0.035660446,0.0,0.034829415,0.0,0.0,0.0,1.0563838"
1045,"0.0,0.03413,0.0,0.035781935,0.0,0.0,0.0,0.8712572"
1046,"0.0,0.03608574,0.0,0.034872975,0.0,0.0,0.0,1.1121259"
1047,"0.0,0.035625905,0.0,0.03495043,0.0,0.0,0.0,1.0279741"
1049,"0.0,0.034327123,0.0,0.035279553,0.0,0.0,0.0,0.85886353"
1050,"0.0,0.035432886,0.0,0.034917783,0.0,0.0,0.0,1.043752"
1051,"0.0,0.03373834,0.0,0.036592588,0.0,0.0,0.0,0.7943503"
1052,"0.0,0.033966254,0.0,0.036048688,0.0,0.0,0.0,0.8277921"
1053,"0.0,0.032110497,0.0,0.03773747,0.0,0.0,0.0,0.6161748"
1054,"0.0,0.035722412,0.0,0.03491751,0.0,0.0,0.0,1.0671225"
1055,"0.0,0.03300423,0.0,0.036767293,0.0,0.0,0.0,0.6916157"
1056,"0.0,0.033492345,0.0,0.0365386,0.0,0.0,0.0,0.7937759"
1057,"0.0,0.03522087,0.0,0.035186026,0.0,0.0,0.0,0.9774269"
1058,"0.0,0.033521026,0.0,0.03654118,0.0,0.0,0.0,0.77743167"
1059,"0.0,0.035023708,0.0,0.03506872,0.0,0.0,0.0,0.9706078"
1060,"0.0,0.038210794,0.0,0.03397715,0.0,0.0,0.0,1.386477"
1061,"0.0,0.03623745,0.0,0.03478869,0.0,0.0,0.0,1.1389682"
1062,"0.0,0.034356944,0.0,0.035670757,0.0,0.0,0.0,0.8875987"
1063,"0.0,0.033265617,0.0,0.03669343,0.0,0.0,0.0,0.7664515"
1064,"0.0,0.033491075,0.0,0.035990905,0.0,0.0,0.0,0.7493888"
1065,"0.0,0.034133736,0.0,0.03594824,0.0,0.0,0.0,0.84628344"
1066,"0.0,0.037453137,0.0,0.034322985,0.0,0.0,0.0,1.2860521"
1067,"0.0,0.03467053,0.0,0.035402242,0.0,0.0,0.0,0.9127295"
1068,"0.0,0.034815185,0.0,0.0352041,0.0,0.0,0.0,0.92751956"
1069,"0.0,0.036577087,0.0,0.034613878,0.0,0.0,0.0,1.1538081"
1070,"0.0,0.033700485,0.0,0.03598005,0.0,0.0,0.0,0.8012984"
1071,"0.0,0.034172885,0.0,0.03566463,0.0,0.0,0.0,0.8533684"
1073,"0.0,0.037113827,0.0,0.03457801,0.0,0.0,0.0,1.2284403"
1075,"0.0,0.033801973,0.0,0.035630163,0.0,0.0,0.0,0.76597434"
1076,"0.0,0.034459196,0.0,0.035438888,0.0,0.0,0.0,0.88966227"
1077,"0.0,0.037521515,0.0,0.034217026,0.0,0.0,0.0,1.2880303"
1078,"0.0,0.03711572,0.0,0.0343801,0.0,0.0,0.0,1.2285149"
1079,"0.0,0.037925575,0.0,0.03410405,0.0,0.0,0.0,1.3562553"
1080,"0.0,0.03777963,0.0,0.034120712,0.0,0.0,0.0,1.3341482"
1081,"0.0,0.034391206,0.0,0.035249557,0.0,0.0,0.0,0.8669733"
1082,"0.0,0.035607897,0.0,0.03479522,0.0,0.0,0.0,1.0689236"
1083,"0.0,0.035806257,0.0,0.034920838,0.0,0.0,0.0,1.0601871"
1084,"0.0,0.038738657,0.0,0.033784572,0.0,0.0,0.0,1.4893167"
1085,"0.0,0.035400573,0.0,0.034849916,0.0,0.0,0.0,1.0482907"
1086,"0.0,0.03748191,0.0,0.034242176,0.0,0.0,0.0,1.2997627"
1087,"0.0,0.033646245,0.0,0.03623021,0.0,0.0,0.0,0.7943542"
1088,"0.0,0.033803396,0.0,0.035785496,0.0,0.0,0.0,0.80802417"
1089,"0.0,0.03891935,0.0,0.033823557,0.0,0.0,0.0,1.4864037"
1090,"0.0,0.03790107,0.0,0.03395304,0.0,0.0,0.0,1.3626187"
1091,"0.0,0.03225889,0.0,0.037254572,0.0,0.0,0.0,0.5907214"
1092,"0.0,0.035794917,0.0,0.03501666,0.0,0.0,0.0,1.0627732"
1093,"0.0,0.035003904,0.0,0.03507146,0.0,0.0,0.0,0.97610354"
1094,"0.0,0.035773627,0.0,0.03474765,0.0,0.0,0.0,1.0723755"
1095,"0.0,0.037158247,0.0,0.034255903,0.0,0.0,0.0,1.2750201"
1096,"0.0,0.0369258,0.0,0.03453413,0.0,0.0,0.0,1.2374785"
1097,"0.0,0.037141345,0.0,0.034337368,0.0,0.0,0.0,1.2588844"
1098,"0.0,0.03364998,0.0,0.03573994,0.0,0.0,0.0,0.7716974"
1099,"0.0,0.036352303,0.0,0.03456906,0.0,0.0,0.0,1.1438293"
1100,"0.0,0.033671096,0.0,0.035582826,0.0,0.0,0.0,0.7735311"
1101,"0.0,0.03617333,0.0,0.034711957,0.0,0.0,0.0,1.1006434"
1102,"0.0,0.033201504,0.0,0.036124952,0.0,0.0,0.0,0.71585524"
1103,"0.0,0.03628611,0.0,0.03458638,0.0,0.0,0.0,1.1471448"
1104,"0.0,0.037976906,0.0,0.034133613,0.0,0.0,0.0,1.3806043"
1105,"0.0,0.03086598,0.0,0.03833886,0.0,0.0,0.0,0.3874798"
1106,"0.0,0.03559803,0.0,0.035199422,0.0,0.0,0.0,1.0724647"
1107,"0.0,0.032809693,0.0,0.03685456,0.0,0.0,0.0,0.64654124"
1108,"0.0,0.03517277,0.0,0.035648882,0.0,0.0,0.0,1.0062118"
1109,"0.0,0.034636233,0.0,0.03545744,0.0,0.0,0.0,0.9093795"
1110,"0.0,0.03335308,0.0,0.03602209,0.0,0.0,0.0,0.7104046"
1111,"0.0,0.03832233,0.0,0.033903252,0.0,0.0,0.0,1.4447639"
1112,"0.0,0.03585117,0.0,0.034765583,0.0,0.0,0.0,1.0831833"
1113,"0.0,0.033162497,0.0,0.036378395,0.0,0.0,0.0,0.70301765"
1114,"0.0,0.035485145,0.0,0.034787714,0.0,0.0,0.0,1.032385"
1115,"0.0,0.033810515,0.0,0.036264207,0.0,0.0,0.0,0.8054977"
1116,"0.0,0.03445855,0.0,0.03561963,0.0,0.0,0.0,0.90045947"
1117,"0.0,0.034641877,0.0,0.03574205,0.0,0.0,0.0,0.9074341"
1118,"0.0,0.03388583,0.0,0.035754576,0.0,0.0,0.0,0.8009035"
1119,"0.0,0.03415473,0.0,0.035974387,0.0,0.0,0.0,0.84974504"
1120,"0.0,0.035125595,0.0,0.03492479,0.0,0.0,0.0,0.9859544"
1121,"0.0,0.03500472,0.0,0.035139862,0.0,0.0,0.0,0.96592224"
1122,"0.0,0.035337083,0.0,0.035297103,0.0,0.0,0.0,1.0367959"
1123,"0.0,0.036416072,0.0,0.034632504,0.0,0.0,0.0,1.2101238"
1124,"0.0,0.03431856,0.0,0.035604447,0.0,0.0,0.0,0.88840723"
1125,"0.0,0.035945687,0.0,0.034880757,0.0,0.0,0.0,1.0792768"
1126,"0.0,0.02964488,0.0,0.03951576,0.0,0.0,0.0,0.2882542"
1127,"0.0,0.036060277,0.0,0.034811456,0.0,0.0,0.0,1.0883303"
1128,"0.0,0.033554565,0.0,0.035738558,0.0,0.0,0.0,0.72983134"
1129,"0.0,0.035568874,0.0,0.034991737,0.0,0.0,0.0,1.0106308"
1130,"0.0,0.033404462,0.0,0.03563838,0.0,0.0,0.0,0.721696"
1131,"0.0,0.03903022,0.0,0.03373023,0.0,0.0,0.0,1.5176005"
1132,"0.0,0.037762113,0.0,0.0341778,0.0,0.0,0.0,1.3485391"
1133,"0.0,0.034092456,0.0,0.035900313,0.0,0.0,0.0,0.8462585"
1134,"0.0,0.034571905,0.0,0.035748255,0.0,0.0,0.0,0.88724786"
1135,"0.0,0.032843344,0.0,0.0366016,0.0,0.0,0.0,0.6678521"
1136,"0.0,0.041428134,0.0,0.032891046,0.0,0.0,0.0,1.8162683"
1137,"0.0,0.033775005,0.0,0.036000706,0.0,0.0,0.0,0.80991626"
1138,"0.0,0.034128197,0.0,0.036415033,0.0,0.0,0.0,0.89995015"
1139,"0.0,0.03423817,0.0,0.036070902,0.0,0.0,0.0,0.8648244"
1140,"0.0,0.034025457,0.0,0.036076248,0.0,0.0,0.0,0.8390308"
1141,"0.0,0.033718,0.0,0.036248367,0.0,0.0,0.0,0.8190106"
1142,"0.0,0.034209795,0.0,0.035958935,0.0,0.0,0.0,0.8641931"
1143,"0.0,0.03330157,0.0,0.03617877,0.0,0.0,0.0,0.7293042"
1144,"0.0,0.036047492,0.0,0.034677137,0.0,0.0,0.0,1.1489398"
1145,"0.0,0.0353256,0.0,0.03549093,0.0,0.0,0.0,1.0369015"
1146,"0.0,0.03399023,0.0,0.036096167,0.0,0.0,0.0,0.837713"
1147,"0.0,0.03918607,0.0,0.03361005,0.0,0.0,0.0,1.570846"
1148,"0.0,0.04341849,0.0,0.03235896,0.0,0.0,0.0,2.1188698"
1149,"0.0,0.035069764,0.0,0.035033617,0.0,0.0,0.0,0.97818553"
1150,"0.0,0.037348114,0.0,0.03426476,0.0,0.0,0.0,1.281421"
1151,"0.0,0.03256073,0.0,0.036764886,0.0,0.0,0.0,0.6541718"
1152,"0.0,0.03439443,0.0,0.035337836,0.0,0.0,0.0,0.88109297"
1153,"0.0,0.034403324,0.0,0.035287302,0.0,0.0,0.0,0.89726245"
1154,"0.0,0.03237262,0.0,0.03734765,0.0,0.0,0.0,0.6256685"
1155,"0.0,0.034406237,0.0,0.03572357,0.0,0.0,0.0,0.8733518"
1156,"0.0,0.03417887,0.0,0.035691638,0.0,0.0,0.0,0.8720596"
1157,"0.0,0.03418371,0.0,0.035832435,0.0,0.0,0.0,0.8454057"
1158,"0.0,0.033125028,0.0,0.036328483,0.0,0.0,0.0,0.71158767"
1159,"0.0,0.03423186,0.0,0.035485394,0.0,0.0,0.0,0.8478672"
1160,"0.0,0.03407152,0.0,0.03550013,0.0,0.0,0.0,0.82858455"
1161,"0.0,0.036744323,0.0,0.03455218,0.0,0.0,0.0,1.2204432"
1162,"0.0,0.035469223,0.0,0.03508518,0.0,0.0,0.0,1.0289738"
1163,"0.0,0.032881133,0.0,0.0371556,0.0,0.0,0.0,0.6993784"
1164,"0.0,0.033873018,0.0,0.036272623,0.0,0.0,0.0,0.81310743"
1165,"0.0,0.034117036,0.0,0.035988346,0.0,0.0,0.0,0.8645762"
1166,"0.0,0.033491828,0.0,0.036312737,0.0,0.0,0.0,0.71888757"
1167,"0.0,0.032252874,0.0,0.037212454,0.0,0.0,0.0,0.5939814"
1168,"0.0,0.03275986,0.0,0.03637959,0.0,0.0,0.0,0.6367308"
1169,"0.0,0.03586831,0.0,0.03483507,0.0,0.0,0.0,1.1017985"
1170,"0.0,0.03304714,0.0,0.03635593,0.0,0.0,0.0,0.6890099"
1171,"0.0,0.03678424,0.0,0.03436576,0.0,0.0,0.0,1.2032433"
1172,"0.0,0.040718563,0.0,0.033102468,0.0,0.0,0.0,1.7516161"
1173,"0.0,0.034701504,0.0,0.035486072,0.0,0.0,0.0,0.91857123"
1174,"0.0,0.033681482,0.0,0.035909835,0.0,0.0,0.0,0.75636744"
1175,"0.0,0.037313566,0.0,0.03431426,0.0,0.0,0.0,1.2771143"
1176,"0.0,0.0362503,0.0,0.034779213,0.0,0.0,0.0,1.1461632"
1177,"0.0,0.036694262,0.0,0.034424685,0.0,0.0,0.0,1.195257"
1178,"0.0,0.037916187,0.0,0.034043446,0.0,0.0,0.0,1.3418396"
1179,"0.0,0.037169367,0.0,0.034450922,0.0,0.0,0.0,1.2649012"
1180,"0.0,0.034990367,0.0,0.035121854,0.0,0.0,0.0,0.9638399"
1181,"0.0,0.029316008,0.0,0.039714526,0.0,0.0,0.0,0.24478199"
1183,"0.0,0.036147103,0.0,0.034666758,0.0,0.0,0.0,1.1166382"
1184,"0.0,0.03578113,0.0,0.03478841,0.0,0.0,0.0,1.0624449"
1185,"0.0,0.03706539,0.0,0.03447924,0.0,0.0,0.0,1.2404633"
1186,"0.0,0.036283202,0.0,0.034557924,0.0,0.0,0.0,1.1449339"
1187,"0.0,0.032651473,0.0,0.037417844,0.0,0.0,0.0,0.6580697"
1188,"0.0,0.036321327,0.0,0.03460734,0.0,0.0,0.0,1.1248496"
1189,"0.0,0.037966534,0.0,0.03393993,0.0,0.0,0.0,1.4019055"
1190,"0.0,0.035038278,0.0,0.035094168,0.0,0.0,0.0,0.9905655"
1191,"0.0,0.03233623,0.0,0.03817787,0.0,0.0,0.0,0.6768976"
1192,"0.0,0.03636395,0.0,0.034622014,0.0,0.0,0.0,1.1840384"
1193,"0.0,0.040337693,0.0,0.03354375,0.0,0.0,0.0,1.6826499"
1194,"0.0,0.035192486,0.0,0.03502665,0.0,0.0,0.0,0.97861105"
1196,"0.0,0.0410726,0.0,0.033059955,0.0,0.0,0.0,1.7832597"
1197,"0.0,0.039733134,0.0,0.033741403,0.0,0.0,0.0,1.579529"
1198,"0.0,0.042856142,0.0,0.032575756,0.0,0.0,0.0,2.017223"
1199,"0.0,0.039381113,0.0,0.0336801,0.0,0.0,0.0,1.5549498"
1200,"0.0,0.038119487,0.0,0.034306597,0.0,0.0,0.0,1.3748955"
1201,"0.0,0.0379204,0.0,0.03422079,0.0,0.0,0.0,1.3532856"
1202,"0.0,0.03402392,0.0,0.035674937,0.0,0.0,0.0,0.8156557"
1203,"0.0,0.039221775,0.0,0.03370864,0.0,0.0,0.0,1.5304686"
1204,"0.0,0.041198134,0.0,0.033062983,0.0,0.0,0.0,1.8005735"
1205,"0.0,0.034551457,0.0,0.03518728,0.0,0.0,0.0,0.89315414"
1206,"0.0,0.038438343,0.0,0.034016542,0.0,0.0,0.0,1.4356656"
1207,"0.0,0.0422963,0.0,0.03276858,0.0,0.0,0.0,1.9610348"
1208,"0.0,0.039887734,0.0,0.033494852,0.0,0.0,0.0,1.6328582"
1209,"0.0,0.037237316,0.0,0.03422809,0.0,0.0,0.0,1.2632182"
1210,"0.0,0.038478073,0.0,0.034072556,0.0,0.0,0.0,1.4199202"
1211,"0.0,0.03670138,0.0,0.034670174,0.0,0.0,0.0,1.1926318"
1212,"0.0,0.039582185,0.0,0.033539552,0.0,0.0,0.0,1.5819231"
1213,"0.0,0.040910475,0.0,0.0331221,0.0,0.0,0.0,1.7847791"
1214,"0.0,0.039217267,0.0,0.03376494,0.0,0.0,0.0,1.5194871"
1215,"0.0,0.03723535,0.0,0.03440776,0.0,0.0,0.0,1.2339383"
1216,"0.0,0.033151664,0.0,0.036789387,0.0,0.0,0.0,0.7090089"
1217,"0.0,0.04034246,0.0,0.033383258,0.0,0.0,0.0,1.68655"
1218,"0.0,0.037397023,0.0,0.034437507,0.0,0.0,0.0,1.2879024"
1219,"0.0,0.039892685,0.0,0.03365985,0.0,0.0,0.0,1.615405"
1220,"0.0,0.036959898,0.0,0.034572437,0.0,0.0,0.0,1.2166014"
1221,"0.0,0.041136328,0.0,0.032928992,0.0,0.0,0.0,1.8233626"
1222,"0.0,0.039072815,0.0,0.033828177,0.0,0.0,0.0,1.5261396"
1223,"0.0,0.03852884,0.0,0.034132663,0.0,0.0,0.0,1.4364555"
1224,"0.0,0.039471712,0.0,0.03360305,0.0,0.0,0.0,1.5807664"
1225,"0.0,0.039022807,0.0,0.033756863,0.0,0.0,0.0,1.507442"
1226,"0.0,0.03668411,0.0,0.034470603,0.0,0.0,0.0,1.1776683"
1227,"0.0,0.036748193,0.0,0.034464274,0.0,0.0,0.0,1.2108068"
1228,"0.0,0.0382621,0.0,0.03389897,0.0,0.0,0.0,1.423013"
1230,"0.0,0.03765825,0.0,0.034255795,0.0,0.0,0.0,1.3000867"
1231,"0.0,0.037501972,0.0,0.03416776,0.0,0.0,0.0,1.3206458"
1232,"0.0,0.035255253,0.0,0.034940246,0.0,0.0,0.0,1.0016005"
1233,"0.0,0.04107283,0.0,0.032982185,0.0,0.0,0.0,1.7950187"
1234,"0.0,0.040574115,0.0,0.0332085,0.0,0.0,0.0,1.7202129"
1235,"0.0,0.03791162,0.0,0.03405926,0.0,0.0,0.0,1.3514063"
1236,"0.0,0.035554722,0.0,0.034902807,0.0,0.0,0.0,1.053621"
1237,"0.0,0.041104298,0.0,0.032999303,0.0,0.0,0.0,1.7976714"
1238,"0.0,0.03725464,0.0,0.03429508,0.0,0.0,0.0,1.2592125"
1240,"0.0,0.038160585,0.0,0.034115404,0.0,0.0,0.0,1.3657326"
1241,"0.0,0.033062544,0.0,0.03640921,0.0,0.0,0.0,0.686396"
1242,"0.0,0.03902949,0.0,0.03368113,0.0,0.0,0.0,1.5271697"
1243,"0.0,0.036539942,0.0,0.034477603,0.0,0.0,0.0,1.1760535"
1244,"0.0,0.037866987,0.0,0.034009524,0.0,0.0,0.0,1.3605416"
1245,"0.0,0.03748344,0.0,0.034301,0.0,0.0,0.0,1.3065531"
1246,"0.0,0.038001172,0.0,0.03416709,0.0,0.0,0.0,1.3726132"
1247,"0.0,0.039088648,0.0,0.033658054,0.0,0.0,0.0,1.5417969"
1248,"0.0,0.03805568,0.0,0.03411564,0.0,0.0,0.0,1.3661017"
1249,"0.0,0.037698563,0.0,0.03426463,0.0,0.0,0.0,1.3110882"
1250,"0.0,0.040009405,0.0,0.033300795,0.0,0.0,0.0,1.6582303"
1251,"0.0,0.036174178,0.0,0.034555554,0.0,0.0,0.0,1.1297772"
1252,"0.0,0.041678447,0.0,0.032829084,0.0,0.0,0.0,1.8661292"
1253,"0.0,0.03759122,0.0,0.034204926,0.0,0.0,0.0,1.3188396"
1254,"0.0,0.04027103,0.0,0.033400122,0.0,0.0,0.0,1.6776766"
1255,"0.0,0.034106098,0.0,0.0356433,0.0,0.0,0.0,0.8270718"
1256,"0.0,0.038112406,0.0,0.034089964,0.0,0.0,0.0,1.3700126"
1257,"0.0,0.03701576,0.0,0.034443717,0.0,0.0,0.0,1.2252429"
1258,"0.0,0.03926584,0.0,0.03374348,0.0,0.0,0.0,1.5064535"
1259,"0.0,0.038835116,0.0,0.033871535,0.0,0.0,0.0,1.4792738"
1260,"0.0,0.03776258,0.0,0.03415432,0.0,0.0,0.0,1.3406562"
1261,"0.0,0.036478348,0.0,0.034711156,0.0,0.0,0.0,1.1536083"
1262,"0.0,0.039902788,0.0,0.033467684,0.0,0.0,0.0,1.6338322"
1263,"0.0,0.037649516,0.0,0.034095656,0.0,0.0,0.0,1.3179796"
1264,"0.0,0.036612876,0.0,0.034712277,0.0,0.0,0.0,1.1713877"
1265,"0.0,0.03757943,0.0,0.03422869,0.0,0.0,0.0,1.3040287"
1266,"0.0,0.038836334,0.0,0.033866942,0.0,0.0,0.0,1.4797018"
1267,"0.0,0.039711952,0.0,0.033578217,0.0,0.0,0.0,1.58923"
1268,"0.0,0.035278335,0.0,0.035048347,0.0,0.0,0.0,1.0110052"
1269,"0.0,0.03765776,0.0,0.034382973,0.0,0.0,0.0,1.3100743"
1270,"0.0,0.038030732,0.0,0.034035355,0.0,0.0,0.0,1.3644104"
1271,"0.0,0.036196135,0.0,0.03478605,0.0,0.0,0.0,1.1373113"
1272,"0.0,0.038486376,0.0,0.033864714,0.0,0.0,0.0,1.4429069"
1273,"0.0,0.036217436,0.0,0.034686424,0.0,0.0,0.0,1.1328764"
1274,"0.0,0.035884984,0.0,0.03490458,0.0,0.0,0.0,1.0642663"
1275,"0.0,0.037003726,0.0,0.034536142,0.0,0.0,0.0,1.2106202"
1276,"0.0,0.038887717,0.0,0.033823073,0.0,0.0,0.0,1.4894651"
1277,"0.0,0.036703795,0.0,0.034531914,0.0,0.0,0.0,1.2081003"
1278,"0.0,0.039804272,0.0,0.033527773,0.0,0.0,0.0,1.5974606"
1279,"0.0,0.036402296,0.0,0.03458481,0.0,0.0,0.0,1.1605256"
1280,"0.0,0.038182814,0.0,0.034030873,0.0,0.0,0.0,1.3973185"
1281,"0.0,0.03622342,0.0,0.03460375,0.0,0.0,0.0,1.1247762"
1282,"0.0,0.03654855,0.0,0.034614217,0.0,0.0,0.0,1.1517098"
1283,"0.0,0.039735187,0.0,0.0336025,0.0,0.0,0.0,1.6042485"
1284,"0.0,0.03916013,0.0,0.03366613,0.0,0.0,0.0,1.529071"
1285,"0.0,0.03719332,0.0,0.034310617,0.0,0.0,0.0,1.2391415"
1286,"0.0,0.035457715,0.0,0.03508284,0.0,0.0,0.0,1.0332983"
1287,"0.0,0.037836023,0.0,0.034172885,0.0,0.0,0.0,1.3443432"
1288,"0.0,0.039004453,0.0,0.033735022,0.0,0.0,0.0,1.5030898"
1289,"0.0,0.03636747,0.0,0.0347057,0.0,0.0,0.0,1.1521437"
1290,"0.0,0.036603674,0.0,0.034625173,0.0,0.0,0.0,1.1779851"
1291,"0.0,0.039085623,0.0,0.03380857,0.0,0.0,0.0,1.5058638"
1292,"0.0,0.037718184,0.0,0.034187194,0.0,0.0,0.0,1.3252155"
1293,"0.0,0.0385753,0.0,0.033929702,0.0,0.0,0.0,1.4665523"
1294,"0.0,0.039010312,0.0,0.03386945,0.0,0.0,0.0,1.4986274"
1295,"0.0,0.03546314,0.0,0.034835197,0.0,0.0,0.0,1.023641"
1296,"0.0,0.03856034,0.0,0.033937752,0.0,0.0,0.0,1.4579517"
1297,"0.0,0.036410477,0.0,0.034683093,0.0,0.0,0.0,1.1416837"
1298,"0.0,0.034903843,0.0,0.03517757,0.0,0.0,0.0,0.95253295"
1299,"0.0,0.03893624,0.0,0.03372132,0.0,0.0,0.0,1.5042298"
1300,"0.0,0.038257718,0.0,0.034021568,0.0,0.0,0.0,1.4001683"
1301,"0.0,0.037172914,0.0,0.034270935,0.0,0.0,0.0,1.2673836"
1302,"0.0,0.03714328,0.0,0.034390252,0.0,0.0,0.0,1.2567757"
1303,"0.0,0.037431434,0.0,0.03415788,0.0,0.0,0.0,1.288916"
1304,"0.0,0.03987112,0.0,0.03345348,0.0,0.0,0.0,1.6325557"
1305,"0.0,0.03599272,0.0,0.03479717,0.0,0.0,0.0,1.1143882"
1306,"0.0,0.03507402,0.0,0.035032872,0.0,0.0,0.0,0.9920955"
1307,"0.0,0.038487732,0.0,0.033823505,0.0,0.0,0.0,1.4128016"
1308,"0.0,0.033553306,0.0,0.036072973,0.0,0.0,0.0,0.7561379"
1309,"0.0,0.03439887,0.0,0.035700113,0.0,0.0,0.0,0.868782"
1310,"0.0,0.036485102,0.0,0.034551896,0.0,0.0,0.0,1.2105784"
1311,"0.0,0.033268522,0.0,0.036123734,0.0,0.0,0.0,0.7330141"
1312,"0.0,0.03509009,0.0,0.034999423,0.0,0.0,0.0,0.99251276"
1313,"0.0,0.032433413,0.0,0.03736777,0.0,0.0,0.0,0.6341848"
1314,"0.0,0.033918485,0.0,0.035902955,0.0,0.0,0.0,0.8191387"
1315,"0.0,0.035232004,0.0,0.03556799,0.0,0.0,0.0,1.0324347"
1316,"0.0,0.034382153,0.0,0.03583425,0.0,0.0,0.0,0.8851458"
1317,"0.0,0.03427334,0.0,0.035274584,0.0,0.0,0.0,0.85790145"
1318,"0.0,0.03410751,0.0,0.035926152,0.0,0.0,0.0,0.8529631"
1319,"0.0,0.035314668,0.0,0.03544115,0.0,0.0,0.0,1.0261582"
1320,"0.0,0.0330566,0.0,0.03623691,0.0,0.0,0.0,0.6564028"
1321,"0.0,0.038068477,0.0,0.03409067,0.0,0.0,0.0,1.3578297"
1322,"0.0,0.030810729,0.0,0.03825145,0.0,0.0,0.0,0.41394597"
1323,"0.0,0.028394993,0.0,0.040584296,0.0,0.0,0.0,0.12105253"
1324,"0.0,0.03326368,0.0,0.035892826,0.0,0.0,0.0,0.70801824"
1325,"0.0,0.031683344,0.0,0.03767048,0.0,0.0,0.0,0.4976629"
1326,"0.0,0.03031655,0.0,0.03847176,0.0,0.0,0.0,0.36669946"
1327,"0.0,0.03286225,0.0,0.03611273,0.0,0.0,0.0,0.65528286"
1328,"0.0,0.032260727,0.0,0.036837216,0.0,0.0,0.0,0.581293"
