user_id,user_embedding
1644,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646281]"
1645,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646282]"
1646,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646283]"
1647,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646284]"
1648,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646285]"
1649,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646286]"
1650,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646287]"
1651,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646288]"
1652,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646289]"
1653,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646290]"
1654,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646291]"
1655,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646292]"
1656,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646293]"
1657,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646294]"
1658,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646295]"
1659,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646296]"
1660,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646297]"
1661,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646298]"
1662,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646299]"
1663,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646300]"
1664,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646301]"
1665,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646302]"
1666,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646303]"
1667,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646304]"
1668,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646305]"
1669,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646306]"
1670,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646307]"
1671,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646308]"
1672,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646309]"
1673,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646310]"
1674,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646311]"
1675,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646312]"
1676,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646313]"
1677,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646314]"
1678,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646315]"
1679,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646316]"
1680,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646317]"
1681,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646318]"
1682,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646319]"
1683,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646320]"
1684,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646321]"
1685,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646322]"
1686,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646323]"
1687,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646324]"
1688,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646325]"
1689,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646326]"
1690,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646327]"
1691,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646328]"
1692,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646329]"
1693,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646330]"
1694,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646331]"
1695,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646332]"
1696,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646333]"
1697,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646334]"
1698,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646335]"
1699,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646336]"
1700,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646337]"
1701,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646338]"
1702,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646339]"
1703,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646340]"
1704,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646341]"
1705,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646342]"
1706,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646343]"
1707,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646344]"
1708,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646345]"
1709,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646346]"
1710,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646347]"
1711,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646348]"
1712,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646349]"
1713,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646350]"
1714,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646351]"
1715,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646352]"
1716,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646353]"
1717,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646354]"
1718,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646355]"
1719,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646356]"
1720,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646357]"
1721,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646358]"
1722,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646359]"
1723,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646360]"
1724,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646361]"
1725,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646362]"
1726,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646363]"
1727,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646364]"
1728,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646365]"
1729,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646366]"
1730,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646367]"
1731,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646368]"
1732,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646369]"
1733,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646370]"
1734,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646371]"
1735,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646372]"
1736,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646373]"
1737,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646374]"
1738,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646375]"
1739,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646376]"
1740,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646377]"
1741,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646378]"
1742,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646379]"
1743,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646380]"
1744,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646381]"
1745,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646382]"
1746,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646383]"
1747,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646384]"
1748,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646385]"
1749,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646386]"
1750,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646387]"
1751,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646388]"
1752,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646389]"
1753,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646390]"
1754,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646391]"
1755,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646392]"
1756,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646393]"
1757,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646394]"
1758,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646395]"
1759,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646396]"
1760,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646397]"
1761,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646398]"
1762,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646399]"
1763,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646400]"
1764,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646401]"
1765,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646402]"
1766,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646403]"
1767,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646404]"
1768,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646405]"
1769,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646406]"
1770,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646407]"
1771,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646408]"
1772,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646409]"
1773,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646410]"
1774,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646411]"
1775,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646412]"
1776,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646413]"
1777,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646414]"
1778,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646415]"
1779,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646416]"
1780,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646417]"
1781,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646418]"
1782,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646419]"
1783,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646420]"
1784,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646421]"
1785,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646422]"
1786,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646423]"
1787,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646424]"
1788,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646425]"
1789,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646426]"
1790,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646427]"
1791,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646428]"
1792,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646429]"
1793,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646430]"
1794,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646431]"
1795,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646432]"
1796,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646433]"
1797,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646434]"
1798,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646435]"
1799,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646436]"
1800,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646437]"
1801,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646438]"
1802,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646439]"
1803,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646440]"
1804,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646441]"
1805,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646442]"
1806,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646443]"
1807,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646444]"
1808,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646445]"
1809,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646446]"
1810,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646447]"
1811,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646448]"
1812,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646449]"
1813,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646450]"
1814,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646451]"
1815,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646452]"
1816,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646453]"
1817,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646454]"
1818,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646455]"
1819,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646456]"
1820,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646457]"
1821,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646458]"
1822,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646459]"
1823,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646460]"
1824,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646461]"
1825,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646462]"
1826,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646463]"
1827,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646464]"
1828,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646465]"
1829,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646466]"
1830,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646467]"
1831,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646468]"
1832,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646469]"
1833,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646470]"
1834,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646471]"
1835,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646472]"
1836,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646473]"
1837,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646474]"
1838,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646475]"
1839,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646476]"
1840,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646477]"
1841,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646478]"
1842,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646479]"
1843,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646480]"
1844,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646481]"
1845,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646482]"
1846,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646483]"
1847,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646484]"
1848,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646485]"
1849,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646486]"
1850,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646487]"
1851,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646488]"
1852,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646489]"
1853,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646490]"
1854,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646491]"
1855,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646492]"
1856,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646493]"
1857,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646494]"
1858,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646495]"
1859,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646496]"
1860,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646497]"
1861,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646498]"
1862,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646499]"
1863,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646500]"
1864,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646501]"
1865,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646502]"
1866,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646503]"
1867,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646504]"
1868,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646505]"
1869,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646506]"
1870,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646507]"
1871,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646508]"
1872,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646509]"
1873,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646510]"
1874,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646511]"
1875,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646512]"
1876,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646513]"
1877,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646514]"
1878,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646515]"
1879,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646516]"
1880,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646517]"
1881,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646518]"
1882,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646519]"
1883,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646520]"
1884,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646521]"
1885,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646522]"
1886,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646523]"
1887,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646524]"
1888,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646525]"
1889,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646526]"
1890,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646527]"
1891,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646528]"
1892,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646529]"
1893,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646530]"
1894,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646531]"
1895,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646532]"
1896,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646533]"
1897,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646534]"
1898,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646535]"
1899,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646536]"
1900,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646537]"
1901,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646538]"
1902,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646539]"
1903,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646540]"
1904,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646541]"
1905,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646542]"
1906,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646543]"
1907,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646544]"
1908,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646545]"
1909,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646546]"
1910,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646547]"
1911,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646548]"
1912,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646549]"
1913,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646550]"
1914,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646551]"
1915,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646552]"
1916,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646553]"
1917,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646554]"
1918,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646555]"
1919,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646556]"
1920,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646557]"
1921,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646558]"
1922,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646559]"
1923,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646560]"
1924,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646561]"
1925,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646562]"
1926,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646563]"
1927,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646564]"
1928,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646565]"
1929,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646566]"
1930,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646567]"
1931,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646568]"
1932,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646569]"
1933,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646570]"
1934,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646571]"
1935,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646572]"
1936,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646573]"
1937,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646574]"
1938,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646575]"
1939,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646576]"
1940,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646577]"
1941,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646578]"
1942,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646579]"
1943,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646580]"
1944,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646581]"
1945,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646582]"
1946,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646583]"
1947,"[0.0,0.0,0.0,0.0,0.0018757228,0.1866774,0.0,1.4646584]"
